id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Number of schools nearby,Distance from the airport,Price
6762814042,42694,4,2,2270,5760,2,0,0,4,8,2270,0,1909,1,71,724950
6762814172,42694,3,3.25,3060,9055,2,0,0,3,10,2460,600,1994,3,56,715000
6762814506,42694,3,3.5,2630,4713,2,0,2,3,9,2030,600,2008,3,79,695000
6762814863,42694,4,2.5,2780,35000,1,0,0,4,9,2780,0,1985,3,79,674250
6762815073,42694,5,3.5,3160,5175,2,0,0,3,9,3160,0,2014,3,66,660000
6762815101,42694,3,2.5,2990,9413,2,0,0,3,10,2990,0,2006,1,62,659950
6762815500,42694,4,2.5,2260,5172,2,0,0,3,9,2260,0,2004,2,57,640000
6762815540,42694,5,3.25,3340,4166,2,0,2,3,9,2500,840,2014,2,68,637850
6762815544,42694,4,2.5,2120,3220,2,0,0,3,9,2120,0,2005,2,57,637250
6762815719,42694,5,2.75,2830,11795,1,0,0,4,7,1710,1120,1960,1,74,628000
6762816337,42694,4,2.5,2990,5122,2,0,0,3,8,2990,0,2004,2,58,600000
6762816703,42694,5,2.25,2480,12614,1,0,0,4,8,1860,620,1979,3,58,585000
6762816773,42694,2,1.75,1930,11200,1,0,2,3,8,1430,500,1951,1,50,581000
6762816869,42694,3,1.75,1800,4429,2,0,0,4,7,1800,0,1906,2,55,579000
6762817088,42694,3,2.5,2420,11953,1,0,0,3,9,2420,0,1990,1,59,570000
6762817659,42694,3,1.5,2440,7200,1,0,0,3,7,2440,0,1949,2,79,550000
6762817882,42694,3,2.5,1990,4936,2,0,0,3,8,1990,0,2004,2,69,544900
6762818199,42694,4,1.75,1520,15398,1,0,0,4,7,1370,150,1960,2,69,533250
6762818294,42694,3,2.75,2100,20150,1,0,0,4,7,2100,0,1955,2,53,530000
6762819591,42694,3,1.75,2180,14734,2,0,0,3,9,2180,0,1990,3,76,488000
6762819756,42694,2,1,1620,3880,1,0,0,4,7,920,700,1924,1,62,481000
6762819884,42694,3,1.75,1210,6175,1,0,0,3,7,1210,0,1976,3,78,478000
6762819913,42694,2,2.25,1140,1332,3,0,0,3,8,1140,0,1999,2,80,476000
6762819917,42694,4,1.75,1880,4175,1.5,0,0,3,7,1090,790,1944,3,56,475999
6762820155,42694,3,1,1400,4914,1.5,0,0,3,7,1400,0,1929,1,57,470000
6762820865,42694,4,2,1570,7320,1,0,0,4,7,1570,0,1960,3,54,450000
6762820866,42694,3,2.75,2240,3360,2,0,0,3,8,2100,140,2014,2,58,450000
6762821194,42694,5,2.5,2000,3600,1,0,0,3,6,1150,850,1987,3,51,441000
6762822213,42694,3,2.5,2080,16050,1,0,0,5,8,1360,720,1978,2,58,418000
6762822214,42694,4,3.25,3266,5969,2,0,0,3,8,3266,0,2014,1,59,418000
6762822450,42694,2,1,1110,3943,1,0,0,5,6,740,370,1916,3,67,410500
6762822668,42694,3,1.75,1520,7252,1,0,0,3,7,1140,380,1975,3,66,405000
6762823145,42694,4,3,2500,6278,2,0,0,3,9,2500,0,2002,2,59,395000
6762823304,42694,4,1.75,2690,46609,1.5,0,0,3,7,2690,0,1940,1,67,390000
6762823305,42694,4,2.5,2560,43560,2,0,0,3,8,2560,0,1989,2,56,390000
6762823425,42694,2,1.5,1010,948,3,0,0,3,8,1010,0,1999,1,59,387000
6762823674,42694,4,3.25,2864,8035,3,0,0,3,8,2864,0,2014,2,55,380000
6762823913,42694,3,2.25,2120,18500,2,0,0,4,8,2120,0,1983,2,62,375000
6762823914,42694,3,1,1000,6947,1,0,0,4,7,1000,0,1947,1,73,375000
6762824289,42694,2,1,920,6600,1,0,0,4,6,920,0,1910,3,59,365000
6762825127,42694,3,2.5,1930,4000,2,0,0,3,8,1930,0,2014,3,61,345500
6762825183,42694,3,1,1340,9339,1,0,0,5,7,1340,0,1960,2,59,345000
6762825700,42694,3,2.5,1520,3041,2,0,0,3,7,1520,0,2009,1,76,333000
6762826382,42694,4,2.25,2380,7400,1,0,0,4,8,1760,620,1979,3,51,319000
6762826383,42694,3,2.5,2110,7434,2,0,0,4,7,2110,0,1978,2,52,319000
6762826526,42694,6,2.75,2940,7350,1,0,0,3,8,1780,1160,1978,1,67,315000
6762826527,42694,2,1,900,8556,1,0,0,3,6,760,140,1941,1,55,315000
6762826937,42694,4,2.5,2430,5959,2,0,0,3,8,2430,0,2002,3,61,305000
6762827018,42694,4,2.5,1990,5511,2,0,0,3,8,1990,0,1994,2,79,302500
6762827241,42694,4,2.25,1600,15312,1,0,0,4,7,1080,520,1979,3,53,299500
6762827306,42694,4,2.5,2420,3825,2,0,0,3,8,2420,0,2003,3,80,298000
6762827642,42694,3,2.25,1760,7023,2,0,0,3,7,1760,0,1995,1,59,289200
6762828068,42694,3,2.5,1450,4106,2,0,0,3,7,1450,0,2011,1,62,279000
6762828109,42694,3,2.5,2100,6021,2,0,0,3,7,2100,0,1992,1,62,277950
6762828296,42694,4,2.25,2090,7400,1,0,0,3,9,1670,420,1973,2,65,274000
6762828562,42694,3,1,1090,22080,1,0,0,5,7,1090,0,1967,3,60,267500
6762829266,42694,2,1,1420,21158,1,0,0,3,7,1420,0,1953,2,75,250000
6762830168,42694,3,1.75,1550,9060,2,0,0,3,7,1550,0,1948,3,79,225000
6762830169,42694,3,1,1410,5000,1,0,0,3,7,980,430,1962,3,78,225000
6762830348,42694,2,2.5,809,940,2,0,0,3,7,809,0,2003,3,59,219000
6762830375,42694,2,2,1070,8400,1,0,0,4,7,1070,0,1980,2,66,217500
6762830497,42694,3,1,1570,9650,1.5,0,0,5,5,1570,0,1922,2,58,212644
6762830615,42694,3,1.75,1250,8084,1,0,0,4,7,1250,0,1967,2,76,209000
6762830809,42694,3,1,1480,5600,1,0,0,4,6,940,540,1947,2,72,200000
6762830943,42694,3,1.5,1100,32700,1,0,0,3,7,1100,0,1967,2,56,194820
6762810416,42695,3,2.25,2750,6203,1,1,4,5,7,1620,1130,1959,3,62,1650000
6762815438,42695,3,2.75,2030,7700,1,0,0,5,8,1400,630,1965,1,77,643000
6762823508,42695,4,1.75,1970,10358,1,0,0,3,8,1540,430,1977,3,71,385000
6762825658,42695,2,2.5,980,1013,3,0,0,3,8,980,0,2008,2,76,334900
6762828520,42695,4,1,800,8775,1,0,0,3,6,800,0,1943,3,72,268750
6762828728,42695,3,1.75,1540,6273,1,0,0,4,6,770,770,1951,1,68,263500
6762829504,42695,2,1,670,1675,1,0,0,5,6,670,0,1960,1,61,245000
6762816385,42696,3,1,1620,3000,1.5,0,0,5,7,1620,0,1928,3,77,599995
6762820743,42696,3,2.5,1690,4000,2,0,0,3,7,1690,0,2004,1,73,452000
6762822764,42696,3,2,1720,7704,1,0,0,4,7,1160,560,1969,3,51,402000
6762831119,42696,2,0.75,900,9600,1,0,0,3,6,900,0,1941,1,79,180250
6762810058,42697,3,3.5,4490,56609,2,1,4,3,12,4490,0,1993,3,79,3120000
6762810111,42697,5,4.75,5410,13431,2,0,0,4,10,5050,360,1941,3,69,2540000
6762810594,42697,4,3.5,4300,108865,2,0,0,3,11,4300,0,2014,3,52,1450000
6762810760,42697,3,2.5,2280,5000,2,0,3,4,9,2280,0,1926,2,52,1330000
6762810814,42697,6,3.5,6563,32670,2,0,0,3,10,5153,1410,2002,2,51,1300000
6762811542,42697,5,3.25,3970,8029,2,0,2,3,9,2970,1000,1979,2,69,995000
6762811773,42697,4,1.75,2210,19025,1,0,0,4,7,1460,750,1952,2,76,950000
6762811774,42697,5,2,2940,5500,2,0,0,4,9,2340,600,1909,2,79,950000
6762812028,42697,3,1.5,1340,6000,1.5,0,1,3,9,1340,0,1927,2,57,907000
6762812039,42697,4,3,3370,9496,2,0,0,4,10,3370,0,1981,2,76,905000
6762812400,42697,5,2.75,3460,7977,2,0,0,3,9,3460,0,2011,3,57,858450
6762812994,42697,4,2.25,2510,9963,1,0,0,4,9,2200,310,1967,1,70,800000
6762813321,42697,4,2.5,3060,6826,2,0,0,3,9,3060,0,2004,3,52,775000
6762813340,42697,4,2.5,3410,179419,2,0,0,3,10,3410,0,2004,1,72,774950
6762814094,42697,3,2.5,3170,7187,2,0,0,3,9,3170,0,2005,2,76,720000
6762815652,42697,3,2.5,1909,1300,3,0,0,3,8,1766,143,2006,2,62,630500
6762815806,42697,3,2.25,1970,4564,1,0,0,3,8,1470,500,1959,3,73,625000
6762816605,42697,3,2,2080,12094,2,0,0,4,8,2080,0,1982,1,64,589950
6762816613,42697,4,2.5,3190,7941,2,0,0,3,10,3190,0,2005,1,75,589450
6762817043,42697,4,1.75,1920,7455,1,0,0,4,7,960,960,1939,2,60,571500
6762817089,42697,4,2.5,2890,5801,2,0,0,3,9,2890,0,2005,1,70,570000
6762817141,42697,3,2,1990,3000,1.5,0,0,3,7,1230,760,1908,2,53,569000
6762817362,42697,3,2.5,2430,5128,1,0,1,3,8,1270,1160,1978,3,55,560000
6762818586,42697,4,1.75,2020,36400,1,0,0,4,8,1550,470,1976,1,54,521000
6762818622,42697,3,2,1670,8800,1,0,0,4,7,1150,520,1961,2,60,520000
6762818762,42697,4,2.75,2700,5150,2,0,0,3,9,2700,0,2009,1,73,515000
6762819385,42697,3,2.25,1280,6250,2,0,0,3,8,1080,200,2008,1,76,495000
6762819574,42697,2,1,850,2850,1,0,0,4,7,850,0,1927,2,77,489000
6762819803,42697,4,2.5,2870,35757,2,0,0,4,9,2870,0,1977,3,52,480000
6762819994,42697,4,1.75,2160,19283,2,0,0,3,8,2160,0,1981,2,56,475000
6762819995,42697,3,1.5,1240,8738,1,0,0,3,7,1240,0,1959,3,71,475000
6762820580,42697,3,1,1170,3348,1.5,0,0,4,7,1170,0,1924,1,70,457000
6762820867,42697,3,1,2020,8100,1,0,0,3,7,1170,850,1956,3,53,450000
6762821127,42697,3,2.5,2020,7800,1,0,0,4,7,1330,690,1958,1,52,444950
6762821686,42697,3,2.25,2020,2750,2,0,0,3,8,1680,340,2008,3,59,430000
6762821777,42697,2,1.75,1980,44550,2,0,1,5,7,1280,700,1977,3,52,428000
6762822334,42697,3,1,1570,11752,1.5,0,0,5,8,1570,0,1930,2,71,415000
6762822506,42697,3,1.75,1530,26642,1,0,0,3,7,1180,350,1988,3,60,410000
6762822885,42697,3,1.5,1510,7642,1,0,0,3,7,1510,0,1959,2,56,400000
6762823007,42697,4,2.5,2800,4687,2,0,0,3,9,2800,0,2005,3,78,399000
6762823181,42697,3,2,2620,10107,1,0,3,3,7,2620,0,1982,3,78,394250
6762823306,42697,3,2.5,2500,21780,1,0,0,3,8,1770,730,1986,2,55,390000
6762823723,42697,4,2.5,2580,4818,2,0,0,3,8,2580,0,2005,1,80,379950
6762823746,42697,2,1,960,5096,1,0,0,5,7,960,0,1949,2,64,379500
6762824458,42697,4,2,1850,8827,1,0,0,3,7,1850,0,1969,2,59,360000
6762824459,42697,4,2.5,1950,5451,2,0,0,3,7,1950,0,2004,2,77,360000
6762824621,42697,2,1,1430,365904,1,0,0,3,7,1010,420,1991,3,63,356000
6762824928,42697,3,1.5,1870,9000,1,0,0,3,7,1120,750,1923,1,73,350000
6762825367,42697,2,1.75,1270,1916,2,0,0,3,8,1270,0,2012,1,60,340000
6762825612,42697,4,2.5,2330,7050,2,0,0,3,8,2330,0,1998,2,51,335000
6762825613,42697,3,2,1490,8847,1,0,0,4,7,1490,0,1967,2,78,335000
6762825738,42697,3,1.75,1080,1306,1,0,0,3,7,580,500,1954,1,78,331000
6762825739,42697,3,1.75,1300,9079,1,0,0,3,7,1300,0,1986,2,62,331000
6762825879,42697,3,1.75,2080,5969,1,0,2,3,7,1080,1000,1971,1,54,329950
6762826062,42697,4,1,2410,6975,1,0,0,3,7,1510,900,1957,1,51,325000
6762826188,42697,3,1,1290,12231,1,0,0,3,7,1290,0,1976,2,57,323000
6762826528,42697,4,1.75,1850,8580,1,0,0,3,7,1140,710,1960,3,61,315000
6762826983,42697,3,2.25,1790,6930,1,0,0,3,7,1390,400,1974,1,62,304500
6762827226,42697,3,2.25,2100,8163,2,0,0,3,7,2100,0,1984,3,74,299900
6762827433,42697,4,2.5,1788,10183,2,0,0,4,7,1788,0,1990,3,50,294400
6762827581,42697,3,2,1760,6600,1,0,0,3,7,1760,0,1998,1,60,290000
6762827582,42697,2,2,1590,9375,1,0,0,3,7,910,680,1983,1,75,290000
6762828348,42697,3,3,2430,10500,1,0,0,4,8,2150,280,1983,2,77,272000
6762828848,42697,4,1.75,1830,5375,1,0,0,2,7,1060,770,1962,1,71,260000
6762829050,42697,3,1,1230,10170,1,0,0,3,7,1230,0,1979,3,56,255000
6762829343,42697,2,1,560,7560,1,0,0,3,6,560,0,1944,3,54,249900
6762829420,42697,4,2,1750,8116,1,0,0,4,5,1750,0,1943,3,73,247000
6762829664,42697,3,2,1190,10299,1,0,0,3,7,1190,0,1994,1,71,240000
6762829894,42697,3,1.75,1420,8738,1,0,0,4,7,1420,0,1966,1,72,234000
6762830170,42697,3,1,960,6500,1,0,0,4,5,960,0,1954,2,52,225000
6762830290,42697,3,1,1000,223462,1,0,2,4,6,1000,0,1933,2,59,220000
6762830358,42697,3,1.5,1080,9774,1,0,0,3,7,1080,0,1968,3,50,218250
6762830403,42697,3,1,1730,7950,1,0,0,4,7,1180,550,1961,1,50,216000
6762830448,42697,3,1,1260,7897,1,0,0,3,7,1260,0,1979,2,51,215000
6762830577,42697,2,1,970,8874,1,0,0,3,7,970,0,1968,3,57,210000
6762830625,42697,2,1,840,4200,1,0,0,3,5,840,0,1938,1,65,208417
6762830838,42697,2,1,860,5000,1,0,0,3,7,860,0,1949,2,74,199988
6762831111,42697,3,1,1160,18055,1,0,0,2,5,1160,0,1950,2,51,182000
6762831369,42697,3,1,960,8291,1,0,0,3,6,960,0,1950,2,72,158800
6762810203,42698,4,3.75,5150,453895,2,0,3,3,11,4360,790,1997,2,71,2140000
6762810400,42698,4,3.75,7620,29536,2,0,3,3,11,5980,1640,2005,2,76,1680000
6762810788,42698,5,3,3650,16600,1,0,3,4,9,1860,1790,1978,2,62,1310000
6762810907,42698,4,4.25,4980,13000,2,0,3,3,9,3080,1900,1982,1,61,1250000
6762810956,42698,5,2.25,3440,5000,2,0,2,5,9,3440,0,1901,3,61,1230000
6762811617,42698,3,1.5,2390,4000,1.5,0,0,3,9,1690,700,1936,3,73,978000
6762811914,42698,5,3.5,3420,4216,2,0,0,3,9,2520,900,2008,3,63,925000
6762813125,42698,3,1.75,2050,4080,2,0,0,3,8,2050,0,1991,2,78,790000
6762813322,42698,4,1.75,2090,5050,1,0,0,4,7,1090,1000,1916,3,74,775000
6762813323,42698,3,2,1160,13747,1,0,0,5,5,580,580,1931,3,50,775000
6762813544,42698,3,2.75,2610,11290,1,0,0,3,7,1630,980,1985,1,61,757000
6762813644,42698,4,2.75,2640,3750,2,0,0,5,7,1840,800,1911,3,58,750000
6762814018,42698,4,1.75,2700,6000,1,0,0,4,8,1450,1250,1953,2,74,725000
6762814282,42698,4,2.25,2920,17023,1,0,0,4,9,1690,1230,1977,2,80,707000
6762814382,42698,4,1.75,1730,6500,1,0,0,3,7,1250,480,1945,3,50,700000
6762814829,42698,3,1.75,2130,4400,1,0,0,3,7,1430,700,1922,2,74,675000
6762815018,42698,4,2,1530,4080,1.5,0,0,4,7,1530,0,1912,2,72,664000
6762815019,42698,6,2.5,3190,12196,2,0,0,4,8,3190,0,1979,1,73,664000
6762815411,42698,2,2.25,2770,11884,1,0,3,4,8,1570,1200,1969,1,59,645000
6762815592,42698,3,2.5,3610,26359,1,0,0,3,8,1950,1660,1998,3,77,635000
6762815974,42698,4,2.25,1880,3000,2,0,0,3,8,1760,120,1909,2,61,616500
6762816540,42698,3,1.75,1560,7424,1,0,0,5,8,1560,0,1940,2,66,592000
6762816970,42698,8,3,3840,15990,1,0,0,3,7,2530,1310,1961,3,60,575000
6762817294,42698,4,1.75,2060,4080,1.5,0,0,3,7,1460,600,1922,3,74,562000
6762817363,42698,3,3.25,1530,1786,2,0,0,3,8,1200,330,2007,2,73,560000
6762817407,42698,2,3,1650,960,3,0,0,3,8,1350,300,2015,3,80,559000
6762817514,42698,2,1,820,3700,1,0,0,5,7,820,0,1968,1,77,554000
6762817772,42698,3,2,1340,3000,2,0,0,5,7,1340,0,1905,3,50,549000
6762818295,42698,4,2.5,2000,4700,1.5,0,0,4,7,1220,780,1944,1,54,530000
6762818883,42698,4,2.5,2010,9075,1,0,0,4,8,1310,700,1959,1,77,510000
6762819007,42698,4,2.5,2420,5006,2,0,0,3,8,2420,0,2013,2,76,505000
6762819153,42698,4,2,2760,27631,2,0,0,4,8,1800,960,1978,3,75,500000
6762819154,42698,4,4.5,2690,7350,1.5,0,0,5,7,2690,0,1949,3,79,500000
6762819155,42698,4,2,2280,7200,1,0,0,4,7,2280,0,1956,2,76,500000
6762819592,42698,3,1,1600,6250,1.5,0,0,3,7,1600,0,1909,2,80,488000
6762820068,42698,3,2.25,1620,12309,2,0,0,3,7,1620,0,1987,2,67,473000
6762820646,42698,3,1.75,1760,11371,1,0,0,5,8,1760,0,1959,3,68,455000
6762821166,42698,4,2.25,1840,7575,1,0,0,4,7,1390,450,1973,1,53,442500
6762821336,42698,2,1.5,1130,1340,2,0,0,3,8,910,220,2008,2,77,439108
6762821398,42698,3,2,1760,2875,2,0,2,3,7,1290,470,1988,1,59,437500
6762821399,42698,3,1,1630,16393,1,0,0,3,7,1630,0,1969,3,79,437500
6762821608,42698,2,2,1400,10052,1,0,0,3,8,1400,0,1957,1,56,431750
6762821987,42698,4,3.25,3266,5398,2,0,0,3,8,3266,0,2014,2,60,424950
6762822172,42698,3,1.5,1400,1091,3,0,0,3,8,1400,0,2007,3,64,419500
6762822669,42698,4,2.75,2360,7716,1,0,0,3,7,1390,970,1978,3,55,405000
6762822787,42698,4,2.5,2578,4554,2,0,0,3,9,2578,0,2014,1,71,400950
6762823008,42698,2,1,700,3400,1,0,0,3,6,700,0,1946,3,68,399000
6762823088,42698,3,1,1980,9540,1,0,0,3,7,1080,900,1949,1,54,396000
6762823307,42698,3,2,1910,11576,1,0,0,3,7,1410,500,1978,3,67,390000
6762824100,42698,2,1,1270,1399,3,0,0,3,7,1270,0,2000,1,63,370000
6762824460,42698,6,1.75,2230,10080,1,0,0,3,7,1390,840,1969,2,64,360000
6762824767,42698,4,2.5,1912,5000,2,0,0,3,8,1912,0,2012,1,58,353000
6762825021,42698,1,1,1230,9300,1.5,0,0,4,6,1230,0,1918,3,73,349950
6762825184,42698,3,1,1620,10610,1,0,0,4,6,1620,0,1958,3,64,345000
6762825368,42698,3,1,1710,10190,1,0,0,3,6,1310,400,1949,3,75,340000
6762825982,42698,4,1.75,2290,7380,1,0,0,3,7,1390,900,1963,1,77,326000
6762825988,42698,3,1.5,1540,8110,1,0,0,4,7,1190,350,1959,1,60,325500
6762826301,42698,2,2.25,1550,1827,2,0,0,3,8,1550,0,2008,3,57,320000
6762826938,42698,2,1,1000,8212,1,0,0,4,7,1000,0,1947,1,54,305000
6762827279,42698,4,2.5,1820,7575,1,0,0,3,7,1220,600,1975,2,52,299000
6762827866,42698,3,2,1820,15068,2,0,2,3,7,1520,300,1920,2,64,283000
6762828069,42698,3,2,1640,5650,1,0,0,3,7,1640,0,2003,3,59,279000
6762828939,42698,4,3,2710,7199,1,0,0,4,7,1710,1000,1967,3,58,258000
6762830094,42698,1,2,1150,9812,1,0,0,4,7,1150,0,1962,2,56,227000
6762830370,42698,4,1,1640,10455,1,0,0,3,7,950,690,1963,2,77,218000
6762830397,42698,3,2.5,1650,5000,2,0,0,3,8,1650,0,1985,1,64,216300
6762830929,42698,2,1,720,9520,1,0,0,4,6,720,0,1947,2,69,195000
6762830999,42698,3,1.75,1520,9600,1,0,0,4,7,1520,0,1967,2,71,190000
6762831018,42698,3,1,920,6460,1,0,0,5,6,920,0,1969,2,65,189950
6762831439,42698,2,1,720,212137,1,0,0,3,5,720,0,1982,1,59,150000
6762831440,42698,2,1,720,4120,1,0,0,5,5,720,0,1915,3,52,150000
6762810205,42699,4,2.75,3190,19513,2,0,4,4,10,3190,0,1982,3,77,2130000
6762810356,42699,4,3.5,4440,20668,2,0,2,5,10,3240,1200,1965,1,66,1730000
6762810444,42699,4,2.75,4270,5432,2,0,0,3,11,4270,0,1996,2,62,1610000
6762810499,42699,5,2.5,2870,16238,2,0,0,4,8,2870,0,1962,3,73,1560000
6762810546,42699,4,3.75,3770,4000,2.5,0,0,5,9,2890,880,1916,2,69,1500000
6762811860,42699,3,1.5,1870,3300,2,0,2,3,7,1870,0,1906,1,80,933000
6762812076,42699,3,1.5,2160,2260,2,0,2,5,8,1620,540,1917,2,78,900000
6762812655,42699,4,2.5,3450,35100,2,0,0,3,10,3450,0,1987,3,58,832500
6762812830,42699,5,3.25,3230,5000,2,0,1,3,9,2350,880,2002,1,55,815000
6762813645,42699,4,3.5,3050,7020,2,0,3,3,9,2050,1000,1984,3,52,750000
6762813726,42699,4,2.75,2110,8190,1.5,0,0,5,8,2110,0,1966,2,66,746000
6762813924,42699,4,2.75,3660,150282,2,0,0,3,10,3660,0,1990,2,74,730000
6762814215,42699,4,2.25,2410,16650,1,0,0,4,8,2410,0,1965,2,51,711800
6762814306,42699,3,3,1970,20978,2,1,3,4,9,1770,200,1980,1,68,705000
6762814435,42699,2,2.5,2390,7489,1,0,0,3,8,2390,0,2007,1,77,699950
6762815074,42699,3,2,2080,8000,1,0,0,5,7,1040,1040,1926,2,75,660000
6762815299,42699,3,2.75,1540,1251,2,0,0,3,8,1230,310,2002,1,59,650000
6762816067,42699,3,3,2330,10327,1,0,0,3,9,2330,0,1998,2,55,612000
6762816829,42699,3,2.5,2180,40278,2,0,0,3,9,2180,0,1985,3,68,580000
6762816971,42699,3,1.75,2270,10136,2,0,0,3,8,2270,0,1979,2,69,575000
6762817222,42699,4,2.5,2520,13156,1,0,0,3,8,1520,1000,1979,2,65,565000
6762817275,42699,3,2,1580,5289,1,0,0,3,7,870,710,1940,3,78,563000
6762818484,42699,1,1,830,3200,1,0,0,3,7,830,0,1924,3,68,525000
6762819386,42699,2,1.75,1850,2530,2.5,0,0,4,7,1850,0,1903,1,73,495000
6762819557,42699,3,2,1580,4010,1,0,0,4,7,790,790,1909,2,59,489950
6762819662,42699,4,3.5,3273,5115,2,0,0,3,8,2671,602,2014,2,64,485000
6762820200,42699,3,2.25,2620,10659,1,0,0,3,7,1660,960,1976,3,60,469000
6762821104,42699,2,1.5,1510,2001,2,0,0,4,8,1510,0,1985,3,72,445000
6762821508,42699,3,1.75,1750,16748,1,0,0,3,7,1330,420,1978,3,59,435000
6762821917,42699,4,2.25,2200,8384,1,0,0,3,7,1250,950,1959,2,73,425000
6762822105,42699,5,2.75,2540,27007,1,0,0,3,8,1520,1020,1980,3,53,420000
6762823146,42699,4,2.5,2250,6840,2,0,0,3,9,2250,0,1987,1,76,395000
6762824572,42699,5,2.5,2390,8775,1,0,0,4,7,1270,1120,1980,3,67,358000
6762824600,42699,5,2.75,1540,4000,1,0,0,3,7,1140,400,1990,3,75,357000
6762824687,42699,3,1.5,1240,15867,1,0,0,3,7,1240,0,1962,3,62,355000
6762825185,42699,3,1,1390,2640,1.5,0,0,3,7,1230,160,1903,3,64,345000
6762826150,42699,3,2.5,1560,9600,1,0,0,3,7,1210,350,1964,1,50,324950
6762827211,42699,3,2.5,1320,3150,2,0,0,3,7,1320,0,2005,2,60,299950
6762827394,42699,3,2.5,1690,4102,2,0,0,3,7,1690,0,2003,2,79,295000
6762829267,42699,3,1.75,1910,10230,1,0,0,4,7,1290,620,1964,3,63,250000
6762829268,42699,4,3,1800,2500,2,0,0,3,7,1800,0,2000,2,71,250000
6762830228,42699,3,2,1670,6824,1,0,0,3,7,1300,370,1990,3,56,223000
6762830449,42699,3,1.75,1280,10016,1,0,0,4,7,1280,0,1975,3,71,215000
6762830656,42699,2,1,1130,8160,1,0,0,4,6,1130,0,1952,1,75,207000
6762830969,42699,3,1.75,1240,10361,1,0,0,3,6,1240,0,1987,3,61,192000
6762831481,42699,3,1.5,1200,2002,2,0,0,3,8,1200,0,1966,3,61,140000
6762831581,42699,1,1,560,5700,1,0,0,3,5,560,0,1947,2,55,106000
6762811635,42701,4,3.5,3130,52322,2,0,0,3,9,2430,700,2011,3,54,975000
6762822959,42701,3,2.5,1230,922,2,0,0,3,8,1080,150,2009,1,64,399950
6762819299,42702,4,2.5,3216,5902,2,0,0,3,9,3216,0,2014,1,79,498445
6762830110,42702,3,1,1520,7200,1,0,0,3,7,1030,490,1954,3,55,226000
6762831602,42702,3,1,980,2490,2,0,0,4,6,980,0,1969,3,60,90000
6762811496,42703,3,2.25,3040,52302,1,0,0,3,9,3040,0,2005,2,69,1000000
6762810230,42704,5,3.5,5230,8960,2,0,0,3,11,4450,780,2014,3,70,1990000
6762810276,42704,4,4.25,4285,9345,2,0,0,3,10,4285,0,2013,1,53,1890000
6762810429,42704,3,3.5,4660,21164,2,1,4,3,12,4660,0,1975,3,67,1640000
6762810529,42704,6,3.5,3720,11690,2,0,0,3,10,3720,0,2003,2,68,1520000
6762810611,42704,5,3.5,3420,8000,2,0,0,3,10,3420,0,2006,1,57,1440000
6762810612,42704,4,2.75,2660,9547,1,0,1,3,8,1930,730,1968,2,56,1440000
6762810988,42704,4,2.25,3270,6000,2,0,0,5,8,2180,1090,1909,3,54,1210000
6762811051,42704,4,3.25,3960,12895,2,0,0,3,11,3960,0,2001,1,80,1190000
6762811233,42704,4,2.5,3830,13800,1,0,4,4,9,2030,1800,1969,3,67,1100000
6762811403,42704,4,4,4090,51908,2,0,0,3,11,4090,0,1991,3,70,1040000
6762811775,42704,4,4,5635,9695,2,0,3,3,10,4360,1275,2011,3,78,950000
6762811861,42704,4,2.5,3640,6389,2,0,0,3,9,3640,0,2014,1,76,932990
6762812009,42704,5,3,2640,5096,2,0,0,3,10,2640,0,2009,3,57,910000
6762812046,42704,2,1.5,1140,7800,1,0,0,4,6,1140,0,1947,3,60,903000
6762812645,42704,3,2.25,2550,4089,2,0,0,3,9,2550,0,1983,3,63,834000
6762812701,42704,3,1.75,1740,8560,1,0,0,3,8,1500,240,1948,2,71,827235
6762812995,42704,6,4.25,5480,189050,2,0,0,4,10,5140,340,1991,1,59,800000
6762813047,42704,4,3.5,3290,20107,2,0,4,3,10,2220,1070,1990,1,58,799000
6762813062,42704,3,2.75,2590,12063,2,0,0,3,10,2590,0,1993,3,64,796500
6762813324,42704,3,1.75,3520,12350,1,0,4,4,8,1530,1990,1960,2,50,775000
6762814194,42704,5,2.75,2920,9163,1,0,0,4,8,1520,1400,1976,3,65,713500
6762814885,42704,3,1,1220,8573,1,0,0,4,7,1220,0,1954,2,65,672000
6762814956,42704,3,1,1400,1581,1.5,0,0,5,8,1400,0,1909,3,79,667000
6762815075,42704,4,1.5,1960,4500,1.5,0,2,3,7,1960,0,1922,1,66,660000
6762815196,42704,4,2.5,2160,7000,2,0,0,4,9,2160,0,1989,3,74,653000
6762815412,42704,3,2.25,3280,79279,1,0,0,3,10,3280,0,2001,2,57,645000
6762815593,42704,3,1.5,2240,5300,1,0,0,5,7,1120,1120,1955,2,56,635000
6762815636,42704,4,1.5,2720,37258,2,0,0,3,10,2720,0,1994,3,50,632500
6762816013,42704,3,1.75,2220,7224,1,0,2,3,8,2040,180,1975,1,70,615000
6762816208,42704,4,1.75,2250,5562,1,0,0,4,8,2250,0,1967,1,60,605000
6762816423,42704,4,2,3410,15143,2,0,0,4,8,3410,0,1972,1,58,599000
6762816972,42704,2,1.75,1840,4076,1,0,0,3,8,1140,700,1957,3,67,575000
6762816973,42704,4,2.75,1610,11201,1,0,0,5,7,1020,590,1982,1,58,575000
